run_id,optimizer,precision,keep_ratio,keep_percent,epoch,learning_rate,train_loss,train_accuracy,test_loss,test_accuracy
7,Adam,bf16,0.005,0.5,11,0.003298896096660367,1.5189293939208985,47.896,1.7882440496444703,35.36
7,Adam,bf16,0.005,0.5,12,0.003175570504584946,1.5263646914672853,48.29,1.892745064353943,29.62
7,Adam,bf16,0.005,0.5,13,0.003044997129431897,1.5363649716186523,48.672,1.7266859354019164,40.44
7,Adam,bf16,0.005,0.5,14,0.002907980999479093,1.5495445999145507,48.61,1.7031768524169921,39.93
7,Adam,bf16,0.005,0.5,15,0.002765366864730179,1.5695619427871703,48.382,1.8222732957839967,29.35
7,Adam,bf16,0.005,0.5,16,0.0026180339887498945,1.5934413579940796,48.276,1.8370658138275147,32.78
7,Adam,bf16,0.005,0.5,17,0.0024668907277118107,1.6154815330505372,47.674,1.6930558681488037,44.14
7,Adam,bf16,0.005,0.5,18,0.0023128689300804615,1.6338049211883545,47.848,1.7254183658599853,38.6
7,Adam,bf16,0.005,0.5,19,0.0021569181914556897,1.6379354483413697,48.522,1.7672035089492797,38.31
7,Adam,bf16,0.005,0.5,20,0.0019999999999999996,1.6519312993240356,48.686,1.7228828174591064,43.11
7,Adam,bf16,0.005,0.5,21,0.00184308180854431,1.646448593673706,49.334,1.719033399963379,40.59
7,Adam,bf16,0.005,0.5,22,0.0016871310699195384,1.6476836906814576,49.838,1.8032410057067871,41.76
7,Adam,bf16,0.005,0.5,23,0.001533109272288189,1.6544523831939697,49.17,1.7350577150344848,45.13
7,Adam,bf16,0.005,0.5,24,0.001381966011250105,1.6620727542495728,49.368,1.6762449281692504,45.89
7,Adam,bf16,0.005,0.5,25,0.0012346331352698203,1.6613569917678832,49.738,1.7248404386520386,44.18
7,Adam,bf16,0.005,0.5,26,0.001092019000520906,1.6568958404159546,50.276,1.6687733476638793,46.36
7,Adam,bf16,0.005,0.5,27,0.000955002870568102,1.6485733207702638,50.922,1.6423802801132201,48.97
7,Adam,bf16,0.005,0.5,28,0.0008244294954150536,1.6397491803359985,51.482,1.6564828117370605,49.59
7,Adam,bf16,0.005,0.5,29,0.0007011039033396326,1.6349027531051636,51.846,1.6397551782608033,48.19
7,Adam,bf16,0.005,0.5,30,0.0005857864376269048,1.625994414100647,52.324,1.6409556694030762,50.4
7,Adam,bf16,0.005,0.5,31,0.0004791880687999379,1.6168016415786743,52.734,1.6113970685958863,51.99
7,Adam,bf16,0.005,0.5,32,0.0003819660112501051,1.608485703125,53.342,1.6262337797164916,51.49
7,Adam,bf16,0.005,0.5,33,0.00029471967129181546,1.6033445502090453,53.616,1.5914636823654176,53.21
7,Adam,bf16,0.005,0.5,34,0.0002179869516232643,1.5948805083465576,54.278,1.5840746072769165,54.41
7,Adam,bf16,0.005,0.5,35,0.00015224093497742645,1.588262734565735,54.642,1.5696128847122193,54.64
7,Adam,bf16,0.005,0.5,36,9.788696740969289e-05,1.5824370317840577,54.916,1.568526755142212,55.03
7,Adam,bf16,0.005,0.5,37,5.526015920464686e-05,1.578079296913147,55.08,1.5548976497650147,56.03
7,Adam,bf16,0.005,0.5,38,2.462331880972467e-05,1.575786250076294,55.2,1.5526044818878173,55.94
7,Adam,bf16,0.005,0.5,39,6.16533253374407e-06,1.5732189839553834,55.44,1.5456181615829467,56.06
7,Adam,bf16,0.005,0.5,40,0.0,1.5720648446273804,55.498,1.5420570222854615,56.2
8,Adam,bf16,0.001,0.1,1,0.003993834667466256,2.318267811431885,10.958,2.301584373855591,10.0
8,Adam,bf16,0.001,0.1,2,0.003975376681190275,2.2761484393310547,15.048,2.305454669570923,9.99
8,Adam,bf16,0.001,0.1,3,0.003944739840795353,2.179366798629761,23.9,2.147235140991211,19.75
8,Adam,bf16,0.001,0.1,4,0.0039021130325903068,2.0805289051055906,27.906,2.1311991996765136,22.49
8,Adam,bf16,0.001,0.1,5,0.003847759065022573,2.0080127340698244,29.816,2.1087324153900147,20.92
8,Adam,bf16,0.001,0.1,6,0.003782013048376735,1.9644112887573242,30.576,2.008961700820923,26.81
8,Adam,bf16,0.001,0.1,7,0.003705280328708184,1.942912812461853,30.782,2.0570382801055906,23.97
8,Adam,bf16,0.001,0.1,8,0.0036180339887498946,1.9273439839935302,32.838,2.0843031314849854,22.7
8,Adam,bf16,0.001,0.1,9,0.0035208119312000615,1.9166929681777953,33.864,1.9965023500442505,27.49
8,Adam,bf16,0.001,0.1,10,0.0034142135623730944,1.9147537495803832,33.394,2.01953514213562,26.68
8,Adam,bf16,0.001,0.1,11,0.003298896096660367,1.9365478915023804,33.068,1.9822714809417725,31.42
8,Adam,bf16,0.001,0.1,12,0.003175570504584946,1.947878671989441,33.346,2.049006256866455,28.42
8,Adam,bf16,0.001,0.1,13,0.003044997129431897,1.9735748427581787,32.294,2.0727320499420165,28.76
8,Adam,bf16,0.001,0.1,14,0.002907980999479093,1.9972582820510865,31.322,2.0921328090667726,28.18
8,Adam,bf16,0.001,0.1,15,0.002765366864730179,2.023061093826294,31.806,2.1297226734161376,26.29
8,Adam,bf16,0.001,0.1,16,0.0026180339887498945,2.0409957831573484,31.424,2.1400406211853027,26.26
8,Adam,bf16,0.001,0.1,17,0.0024668907277118107,2.0627251568603517,30.772,2.1273648529052736,28.32
8,Adam,bf16,0.001,0.1,18,0.0023128689300804615,2.085520939254761,29.93,2.110275785446167,26.73
8,Adam,bf16,0.001,0.1,19,0.0021569181914556897,2.1067885929870607,28.888,2.1802671733856203,24.78
8,Adam,bf16,0.001,0.1,20,0.0019999999999999996,2.128110313644409,28.834,2.1608492099761962,26.06
8,Adam,bf16,0.001,0.1,21,0.00184308180854431,2.1466412480926516,28.916,2.1862593681335447,25.93
8,Adam,bf16,0.001,0.1,22,0.0016871310699195384,2.1599842177581787,28.356,2.1802523635864257,26.22
8,Adam,bf16,0.001,0.1,23,0.001533109272288189,2.1710034378814695,28.878,2.2039726753234863,24.09
8,Adam,bf16,0.001,0.1,24,0.001381966011250105,2.1866729705047607,27.642,2.203831245803833,25.86
8,Adam,bf16,0.001,0.1,25,0.0012346331352698203,2.1984374993133544,27.534,2.2044171714782714,24.29
8,Adam,bf16,0.001,0.1,26,0.001092019000520906,2.2092718762207033,27.17,2.216675018310547,27.49
8,Adam,bf16,0.001,0.1,27,0.000955002870568102,2.2174778125,27.24,2.2248429866790773,27.31
8,Adam,bf16,0.001,0.1,28,0.0008244294954150536,2.225277967300415,27.44,2.2329859169006347,24.85
8,Adam,bf16,0.001,0.1,29,0.0007011039033396326,2.2319095304870604,27.022,2.228061697769165,27.59
8,Adam,bf16,0.001,0.1,30,0.0005857864376269048,2.236138280258179,27.0,2.2394640754699706,26.21
8,Adam,bf16,0.001,0.1,31,0.0004791880687999379,2.240669375915527,26.264,2.239892195892334,26.37
8,Adam,bf16,0.001,0.1,32,0.0003819660112501051,2.2448878105163574,25.952,2.248620295715332,26.38
8,Adam,bf16,0.001,0.1,33,0.00029471967129181546,2.247773436355591,25.81,2.244956240081787,26.31
8,Adam,bf16,0.001,0.1,34,0.0002179869516232643,2.2501003118896485,25.894,2.246623450088501,26.5
8,Adam,bf16,0.001,0.1,35,0.00015224093497742645,2.251794373855591,25.346,2.2507859325408934,26.26
8,Adam,bf16,0.001,0.1,36,9.788696740969289e-05,2.2531796868133545,25.348,2.2511578006744384,26.45
8,Adam,bf16,0.001,0.1,37,5.526015920464686e-05,2.254056874465942,25.372,2.252542180252075,26.32
8,Adam,bf16,0.001,0.1,38,2.462331880972467e-05,2.2545874994659423,25.366,2.252175008392334,26.31
8,Adam,bf16,0.001,0.1,39,6.16533253374407e-06,2.254916876449585,25.4,2.251820306777954,26.26
8,Adam,bf16,0.001,0.1,40,0.0,2.254981250228882,25.384,2.2518249946594238,26.28
